0.13308,1.7055,0.0060882
0.13223,1.703,0.0060286
0.13224,1.7029,0.0060306
0.13217,1.7015,0.0060337
0.13238,1.7004,0.0060616
0.13247,1.703,0.0060508
0.13162,1.6982,0.0060076
0.13165,1.7008,0.0059912
0.13367,1.7146,0.0060776
0.13486,1.7189,0.0061555
0.13514,1.7203,0.0061712
0.13434,1.7237,0.0060746
0.1341,1.7244,0.0060476
0.13367,1.7266,0.0059937
0.13364,1.7296,0.0059699
0.13378,1.7321,0.0059653
0.13376,1.7342,0.0059495
0.13351,1.7337,0.0059307
0.13428,1.734,0.0059975
0.13473,1.7334,0.0060415
0.13412,1.7311,0.0060027
0.13467,1.7316,0.0060485
0.13483,1.7308,0.0060689
0.13503,1.7311,0.0060847
0.13535,1.735,0.0060853
0.13514,1.736,0.0060599
0.13501,1.7369,0.006042
0.13502,1.7401,0.0060205
0.13501,1.7406,0.0060165
0.13514,1.7395,0.0060357
0.13617,1.7386,0.0061342
0.13707,1.7389,0.006214
0.13591,1.7285,0.0061821
0.13553,1.7219,0.0061951
0.13589,1.7217,0.0062296
0.13619,1.7201,0.0062686
0.13488,1.7213,0.00614
0.13564,1.7275,0.0061654
0.13616,1.7307,0.00619
0.13635,1.7339,0.0061834
0.13627,1.7342,0.0061742
0.13634,1.7326,0.0061926
0.1368,1.7339,0.0062246
0.13598,1.7273,0.0061979
0.1341,1.7081,0.0061629
0.13361,1.7057,0.006136
0.13324,1.7056,0.0061023
0.13413,1.7065,0.0061779
0.13561,1.709,0.0062966
0.13511,1.7097,0.0062452
0.13448,1.709,0.0061925
0.13409,1.7064,0.0061747
0.13409,1.7069,0.0061712
0.13545,1.7113,0.006265
0.13614,1.7109,0.0063312
0.13603,1.7065,0.0063537
0.1349,1.6977,0.0063132
0.13308,1.6934,0.0061765
0.1333,1.6986,0.0061592
0.1345,1.7076,0.006204
0.13432,1.7064,0.0061957
0.13477,1.7096,0.0062143
0.13433,1.7092,0.0061764
0.13522,1.7123,0.0062364
0.13541,1.715,0.006234
0.13582,1.7134,0.006283
0.13629,1.7107,0.0063471
0.13639,1.7025,0.0064178
0.13563,1.6943,0.0064085
0.13335,1.6821,0.0062847
0.13272,1.6807,0.0062356
0.13342,1.6899,0.0062332
0.1348,1.69,0.0063617
0.13444,1.6894,0.0063324
0.13446,1.6909,0.006323
0.13403,1.693,0.006267
0.13402,1.6946,0.0062553
0.13361,1.6883,0.006263
0.13456,1.6808,0.0064091
0.1346,1.6759,0.00645
0.13383,1.675,0.0063835
0.13173,1.6657,0.0062543
0.13173,1.6647,0.0062614
0.13161,1.6648,0.0062491
0.13056,1.6677,0.0061282
0.13167,1.6697,0.006218
0.13227,1.671,0.0062652
0.13217,1.6716,0.0062521
0.1324,1.6709,0.0062785
0.13114,1.6686,0.0061768
0.12934,1.6717,0.0059864
0.12904,1.675,0.005935
0.13025,1.6767,0.006035
0.13074,1.6777,0.006073
0.13007,1.6712,0.0060575
0.12931,1.6644,0.0060365
0.12899,1.6629,0.006017
0.12861,1.6632,0.0059799
0.1292,1.6631,0.0060353
0.12853,1.6632,0.0059719
0.1284,1.6615,0.0059721
0.12823,1.6652,0.0059297
0.12778,1.6737,0.0058283
0.12772,1.6813,0.0057705
0.12884,1.6945,0.0057814
0.13092,1.7078,0.0058763
0.13133,1.707,0.0059191
0.13072,1.7031,0.0058911
0.13023,1.702,0.0058548
0.13012,1.6982,0.0058709
0.13037,1.695,0.0059159
0.13086,1.6917,0.0059831
0.13087,1.6892,0.006002
0.13079,1.6937,0.0059626
0.13066,1.6987,0.0059165
0.13088,1.706,0.0058857
0.1304,1.705,0.0058493
0.13038,1.7059,0.0058412
0.13033,1.7059,0.0058363
0.12992,1.7034,0.0058177
0.13035,1.6985,0.0058896
0.13018,1.6973,0.0058828
0.13054,1.6976,0.0059128
0.13104,1.6996,0.0059438
0.13085,1.7007,0.00592
0.13127,1.6987,0.0059717
0.13259,1.6983,0.006095
